Exercise_Name,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Calf Press,"a. Stand on a calf press machine with the balls of your feet on the platform and your heels hanging off the edge.
b. Push through the balls of your feet to raise the platform as high as possible by extending your ankles.
c. Pause briefly at the top of the movement, then lower the platform back down to the starting position.
d. Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-117s-standing-calf-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/calves,Calves,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.5,Average
Kettlebell alternating renegade row,"a. Start in a plank position with a kettlebell in each hand, wrists aligned under shoulders.
b. Row one kettlebell towards your hip, keeping your elbow close to your body and squeezing your shoulder blade.
c. Lower the kettlebell back to the ground and repeat on the other side.
d. Continue alternating sides for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11k-kettlebell-alternating-renegade-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11k-kettlebell-alternating-renegade-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.5,Average
Bosu Ball Cable Crunch With Side Bends,"a. Sit on a Bosu ball with your feet flat on the floor and hold a cable handle with both hands at shoulder height.
b. Crunch forward, bringing your chest towards your knees while keeping your back straight.
c. At the top of the crunch, twist your torso to one side, bringing the cable handle towards your hip.
d. Return to the center and then repeat the twist to the other side.
e. Continue alternating side bends for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/932/Male/m/932_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/932/Male/m/932_2.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.5,Average
Stomach Vacuum,"a. Stand upright with your hands on your hips or by your sides.
b. Exhale all the air from your lungs.
c. Expand your chest and bring your stomach in as much as possible, as if trying to touch your belly button to your spine.
d. Hold this position for a few seconds, focusing on contracting your transverse abdominis muscle.
e. Release and breathe normally, then repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/243/Male/m/243_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/243/Male/m/243_2.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,Average
Hammer Grip Incline DB Bench Press,"a. Set an incline bench to a comfortable angle and lie back with a dumbbell in each hand, palms facing inward.
b. Press the dumbbells upwards until your arms are fully extended, keeping your elbows slightly bent.
c. Lower the dumbbells back down to chest level with control.
d. Repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/m/60_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/60/Male/m/60_2.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,Average
Wide-grip hands-elevated push-up,"a. Get into a push-up position with your hands wider than shoulder-width apart and elevated on platforms or handles.
b. Lower your chest towards the ground while keeping your body in a straight line from head to heels.
c. Press back up to the starting position by extending your arms.
d. Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19e-wide-grip-hands-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-19e-wide-grip-hands-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,Average
Decline Dumbbell Triceps Extension,"a. Lie down on a decline bench, holding a dumbbell in each hand above your chest with palms facing each other.
b. Bend your elbows to lower the dumbbells towards your shoulders, keeping your upper arms stationary.
c. Extend your arms back to the starting position, squeezing your triceps at the top of the movement.
d. Repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/167/Male/m/167_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/167/Male/m/167_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,Average
Jumping jack-,"a. Stand with your feet together and arms at your sides.
b. Jump explosively, spreading your legs apart and raising your arms above your head.
c. Quickly return to the starting position by jumping again, bringing your feet together and lowering your arms.
d. Continue jumping in and out, maintaining a steady pace.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,Average
Push-Ups With Feet On An Exercise Ball,"a. Assume a push-up position with your hands on the floor and feet resting on top of an exercise ball.
b. Lower your chest towards the floor by bending your elbows, keeping your body in a straight line from head to heels.
c. Push yourself back up to the starting position by straightening your arms.
d. Keep your core engaged and balance on the exercise ball throughout the movement.",,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,Average
Seated cable shoulder press,"a. Sit on a bench with your back against the pad and feet flat on the floor.
b. Grasp the handles of the cable machine with an overhand grip, positioning them at shoulder height.
c. Press the handles upwards until your arms are fully extended, then slowly lower them back down to shoulder height.
d. Keep your core tight and avoid arching your back during the movement.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.5,Average
Barbell hack squat,"a. Stand with your feet shoulder-width apart, holding a barbell behind your body at arm's length.
b. Lower your body by bending your knees and hips, keeping your back straight and chest up.
c. Descend until your thighs are parallel to the ground, then push through your heels to return to the starting position.
d. Keep the barbell close to your body throughout the movement.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,Average
Feet-elevated push-up,"a. Assume a push-up position with your hands on the floor and feet elevated on a stable surface, such as a bench or box.
b. Lower your chest towards the floor by bending your elbows, keeping your body in a straight line from head to heels.
c. Push yourself back up to the starting position by straightening your arms.
d. Engage your core and maintain control throughout the movement.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,Average
Good Morning,"a. Stand with your feet shoulder-width apart, holding a barbell across your upper back and shoulders.
b. Keeping your back straight, hinge at the hips and lower your torso forward until it is parallel to the ground.
c. Push through your heels to return to the starting position, squeezing your glutes at the top of the movement.
d. Keep your core engaged and avoid rounding your back during the exercise.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-09b-barbell-good-morning-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-09b-barbell-good-morning-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,Average
Leverage Chest Press,"a. Sit on the machine with your back against the pad and feet flat on the floor.
b. Grasp the handles with an overhand grip and push them forward until your arms are fully extended.
c. Slowly bring the handles back towards your body, maintaining control throughout the movement.
d. Keep your core engaged and avoid arching your back during the exercise.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65m-machine-chest-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65m-machine-chest-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.5,Average
Gironda Sternum Chins,"a. Hang from a pull-up bar with an overhand grip, hands shoulder-width apart, and palms facing towards you.
b. Pull yourself up towards the bar, bringing your chest towards your hands while keeping your elbows tucked in.
c. Lower yourself back down with control until your arms are fully extended.
d. Repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/m/292_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/292/Male/m/292_2.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/other,Other,8.5,Average
Exercise ball crunch,"a. Lie with your lower back resting on an exercise ball and your feet flat on the floor.
b. Place your hands behind your head or across your chest.
c. Contract your abdominal muscles to lift your upper body towards the ceiling, curling your torso towards your thighs.
d. Lower yourself back down with control to complete one repetition.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23s-exercise-ball-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-23s-exercise-ball-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/exercise-ball,Exercise Ball,8.4,Average
Seated rear delt fly,"Sit on a bench with a backrest, holding a pair of dumbbells in each hand.
Bend forward at the waist, keeping your back straight and chest up.
With a slight bend in your elbows, raise the dumbbells out to the sides until your arms are parallel to the ground.
Squeeze your shoulder blades together at the top of the movement.
Slowly lower the dumbbells back to the starting position.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47e-seated-rear-delt-fly-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-47e-seated-rear-delt-fly-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
Standing face pull,"Attach a rope handle to a cable machine at chest height.
Stand facing the machine, grab the handles with an overhand grip, and take a few steps back.
Pull the handles towards your face, keeping your elbows high and out to the sides.
Squeeze your shoulder blades together at the end of the movement.
Slowly return to the starting position with control.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-40c-standing-face-pull-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-40c-standing-face-pull-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.4,Average
Glute Ham Raise,"Position yourself on a glute-ham raise machine, securing your ankles under the pads and your knees on the main pad.
Lower your upper body towards the ground while keeping your back straight.
Engage your hamstrings and glutes to lift your body back up to the starting position.
Avoid arching your back or using momentum during the movement.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25m-glute-ham-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25m-glute-ham-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.4,Average
Russian twist,"Sit on the floor with your knees bent and feet flat on the ground, holding a weight or medicine ball with both hands.
Lean back slightly, engage your core, and lift your feet off the ground if desired for an added challenge.
Rotate your torso to one side, bringing the weight towards the floor beside your hip.
Reverse the motion and twist to the opposite side, touching the weight beside your other hip.
Continue alternating sides in a controlled manner.",https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-262a-russian-twist-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-262a-russian-twist-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,Average
Seated Flat Bench Leg Pull-In,"Sit on a flat bench with your legs extended straight out in front of you and your hands grasping the sides for support.
Lift your legs off the ground slightly and pull your knees towards your chest, engaging your lower abdominal muscles.
Pause briefly at the top of the movement, then slowly lower your legs back down to the starting position without allowing them to touch the ground.",,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/finder,Weight Bench,8.4,Average
Barbell shrug,"Stand upright with your feet shoulder-width apart, holding a barbell in front of you with an overhand grip, hands slightly wider than shoulder-width apart.
Lift your shoulders towards your ears as high as possible while keeping your arms straight.
Squeeze your shoulder blades together at the top of the movement.
Lower the barbell back down in a controlled manner, feeling the stretch in your traps.",,,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.4,Average
Seated Flat Bench Leg Pull-In,"Attach a D-handle to a low cable pulley and stand facing away from the machine.
Grab the handle with one hand and step forward slightly, keeping your feet shoulder-width apart.
Pull the handle towards your hip while keeping your arm straight and your shoulder blades retracted.
Squeeze your rear deltoid muscle at the end of the movement, then slowly return to the starting position.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/93/Male/m/93_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/93/Male/m/93_2.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/finder,Weight Bench,8.4,Average
Barbell shrug,"Stand upright with your feet shoulder-width apart, holding a barbell in front of you with an overhand grip, hands slightly wider than shoulder-width apart.
Lift your shoulders towards your ears as high as possible while keeping your arms straight.
Squeeze your shoulder blades together at the top of the movement.
Lower the barbell back down in a controlled manner, feeling the stretch in your traps.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-04b-barbell-shrug-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-04b-barbell-shrug-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.4,Average
Standing cable rear delt row,"Attach a D-handle to a low cable pulley and stand facing away from the machine.
Grab the handle with one hand and step forward slightly, keeping your feet shoulder-width apart.
Pull the handle towards your hip while keeping your arm straight and your shoulder blades retracted.
Squeeze your rear deltoid muscle at the end of the movement, then slowly return to the starting position.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.4,Average
Flat Bench Lying Leg Raise,"Lie flat on a bench with your legs extended straight out and your hands holding onto the sides of the bench for stability.
Lift your legs towards the ceiling, keeping them straight and together.
Use your lower abdominal muscles to lift your hips off the bench, bringing your legs as close to vertical as possible.
Lower your legs back down under control, stopping just short of touching the ground, and repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-63a-lying-leg-lift-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-63a-lying-leg-lift-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,Average
Hack Squat,"Stand on the machine with your shoulders under the pads and your feet shoulder-width apart.
Release the safety bars and lower yourself into a squat position, keeping your back straight.
Push through your heels to raise the weight back up to the starting position, extending your legs fully.
Lower the weight back down under control to complete one repetition.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.4,Average
Dumbbell skullcrusher,"Lie on a flat bench with a dumbbell in each hand, palms facing each other, and arms extended straight up.
Lower the dumbbells towards your temples by bending your elbows while keeping your upper arms stationary.
Extend your elbows to raise the dumbbells back up to the starting position, squeezing your triceps at the top.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
Man-maker,"Start in a push-up position with a dumbbell in each hand.
Perform a push-up, then row one dumbbell up to your side, followed by the other dumbbell.
Jump your feet forward towards your hands, then stand up while lifting the dumbbells overhead in a shoulder press motion.
Reverse the motion to return to the starting position and repeat for the desired number of reps.",,,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
Pallof press,"Attach a resistance band to a sturdy anchor point and stand sideways to the anchor, holding the free end of the band at chest height.
Stand with your feet shoulder-width apart and hold the band with both hands at chest level.
Extend your arms straight out in front of you, resisting the pull of the band, then return to the starting position.
Keep your core engaged throughout the movement and repeat for the desired number of repetitions on each side.",,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,8.4,Average
Knees tucked crunch,"Lie on your back with your knees bent and feet flat on the ground.
Bring your knees towards your chest while simultaneously lifting your shoulders off the ground.
Contract your abdominal muscles at the top of the movement, then lower your shoulders and legs back down to the starting position.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,Average
Straight-arm dumbbell pull-over,"Lie on a bench with only your upper back and shoulders supported, holding a dumbbell with both hands extended straight above your chest.
Lower the dumbbell behind your head while keeping your arms straight, feeling a stretch in your lats and chest.
Use your lats to pull the dumbbell back to the starting position, keeping your arms straight throughout the movement.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26e-straight-arm-dumbbell-pull-over-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26e-straight-arm-dumbbell-pull-over-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
Arms-crossed jump squat,"Stand with your feet shoulder-width apart and arms crossed over your chest.
Squat down by bending your knees and pushing your hips back, keeping your chest up and weight in your heels.
Explosively jump upwards as high as you can while extending your legs and swinging your arms upwards.
Land softly back in the squat position and immediately perform another repetition.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43a-arms-crossed-jump-squat-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,Average
Decline Smith Press,"Lie on a decline bench with a Smith machine barbell above your chest, arms extended.
Lower the barbell towards your chest by bending your elbows while keeping your wrists straight.
Press the barbell back up to the starting position, extending your arms fully.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.4,Average
Band Skull Crusher,"Attach a resistance band to a sturdy anchor point above your head.
Hold the free end of the band in each hand and lie on your back with your arms extended straight up.
Bend your elbows to lower your hands towards your forehead, feeling a stretch in your triceps.
Extend your elbows to press your hands back up to the starting position, squeezing your triceps at the top.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/1211/Male/m/1211_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/1211/Male/m/1211_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/finder,,8.4,Average
Side Wrist Pull,"Attach a resistance band to a sturdy anchor point at waist height.
Stand sideways to the anchor point with your feet shoulder-width apart and grasp the free end of the band with one hand.
Keeping your arm straight, pull the band across your body by rotating your wrist towards your body.
Return to the starting position and repeat for the desired number of repetitions on each side.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/442/Male/m/442_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/442/Male/m/442_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/none,None,8.4,Average
Isometric Wipers,"Lie on your back with your arms extended out to the sides for support.
Lift your legs up towards the ceiling, keeping them straight.
Lower your legs to one side as far as you can without touching the ground.
Hold this position for a few seconds, engaging your core.
Return to the starting position and repeat on the other side.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-122a-typewriter-push-up-m2-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,Average
Skating,"Start with your feet shoulder-width apart and knees slightly bent.
Leap to one side, landing on your opposite foot with your knees bent.
Immediately leap to the other side, landing on the opposite foot.
Repeat this side-to-side movement, mimicking the motion of skating.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,8.4,Average
Cable cross-over,"Stand in the middle of a cable machine, with the pulleys set high.
Grasp a handle in each hand and step forward slightly.
Keeping a slight bend in your elbows, bring your hands together in front of your chest, crossing them over each other.
Squeeze your chest muscles at the peak of the movement.
Slowly return to the starting position and repeat.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1c-cable-cross-over-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-1c-cable-cross-over-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.4,Average
Treadmill running,"Start the treadmill at a comfortable speed.
Step onto the treadmill and begin jogging or running.
Maintain an upright posture and keep your arms swinging naturally.
Increase or decrease the speed and incline as desired for intensity.
Continue for your desired duration or distance.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.4,Average
One Arm Pronated Dumbbell Triceps Extension,"Sit on a bench with a dumbbell in one hand, palm facing down.
Lift the dumbbell overhead, keeping your elbow close to your head.
Slowly lower the dumbbell behind your head by bending your elbow.
Extend your arm back up to the starting position.
Repeat for the desired number of repetitions, then switch arms.",,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
Single-arm kettlebell clean and jerk,"Start with a kettlebell between your feet.
Squat down and grip the kettlebell with one hand.
Explosively lift the kettlebell to shoulder height.
Dip at the knees and hips, then press the kettlebell overhead in one fluid motion.
Lower the kettlebell back down to shoulder height and then to the starting position.
Repeat for the desired number of repetitions, then switch arms.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.4,Average
Side To Side Chins,"Hang from a pull-up bar with an overhand grip, hands slightly wider than shoulder-width apart.
Pull yourself up towards one side of the bar, aiming to touch your chin to the bar.
Lower yourself back down to the starting position.
Repeat on the other side, alternating sides with each repetition.",,,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,Average
Incline Dumbbell Bench With Palms Facing In,"Set an incline bench to a comfortable angle.
Sit on the bench with a dumbbell in each hand, palms facing towards your body.
Lift the dumbbells to shoulder height, then press them upwards until your arms are fully extended.
Lower the dumbbells back down to shoulder height and repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
Seated palms-down wrist curl,"Sit on a bench with your forearms resting on your thighs, palms facing down.
Hold a barbell or dumbbells in your hands with an overhand grip.
Curl the weight upwards by flexing your wrists, then lower it back down.
Repeat for the desired number of repetitions, focusing on controlling the movement.",,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
Standing leg swing,"Stand tall with your feet together and your arms extended out to the sides for balance.
Swing one leg forward and backward in a controlled motion, keeping it straight.
After completing the desired number of swings, switch to the other leg.
Maintain a slight bend in your standing leg to stabilize your body throughout the movement.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-83s-standing-leg-swing-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-83s-standing-leg-swing-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,Average
Clock push-up,"Start in a push-up position with your hands slightly wider than shoulder-width apart.
Lower your chest towards the ground while keeping your body in a straight line.
As you push back up, rotate your body to the left and extend your left arm towards the ceiling.
Return to the starting position and repeat on the right side.
Continue alternating sides for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-103a-clock-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-103a-clock-push-up-m6-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.4,Average
Machine seated row,"Sit on the machine with your feet flat on the footrest and grasp the handles with an overhand grip.
Pull the handles towards your torso, squeezing your shoulder blades together.
Slowly return to the starting position, keeping your back straight and chest lifted.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-91m-machine-seated-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-91m-machine-seated-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.4,Average
Lying Face Up Plate Neck Resistance,"Lie face up on a bench with your head off the edge and hold a weight plate against your forehead.
Slowly lower your head towards the ground, feeling a stretch in your neck muscles.
Using your neck muscles, lift your head back up to the starting position against the resistance of the weight plate.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/exercises/exerciseImages/sequences/26/Male/m/26_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/26/Male/m/26_2.jpg,https://www.bodybuilding.com/exercises/muscle/neck,Neck,https://www.bodybuilding.com/exercises/equipment/other,Other,8.4,Average
Weighted sissy squat,"Stand with your feet shoulder-width apart and hold a weight plate against your chest.
Keeping your back straight, slowly lower your body by bending your knees until your thighs are parallel to the ground.
Push through your heels to return to the starting position.
Repeat for the desired number of repetitions.",https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-180s-weighted-sissy-squat-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-180s-weighted-sissy-squat-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/other,Other,8.4,Average
Jog In Place,"Stand with your feet hip-width apart and begin jogging in place, lifting your knees towards your chest.
Pump your arms back and forth to increase intensity.
Continue jogging for the desired duration.",,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/finder,,8.4,Average
Dumbbell Raise,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand by your sides, palms facing inwards.
Keeping your arms straight, raise the dumbbells out to the sides until they reach shoulder height.
Slowly lower the dumbbells back to the starting position.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
Palms-Down Dumbbell Wrist Curl Over A Bench,"Sit on a bench with your forearms resting on your thighs, palms facing down, and hold a dumbbell in each hand.
Allow your wrists to hang over the edge of your knees.
Curl the dumbbells upwards by flexing your wrists, then slowly lower them back down.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
One Arm Supinated Dumbbell Triceps Extension,"Stand or sit with a dumbbell in one hand, holding it with an underhand grip (palm facing up) and your arm extended overhead.
Keeping your upper arm stationary, lower the dumbbell behind your head by bending your elbow.
Extend your elbow to raise the dumbbell back to the starting position.
Repeat for the desired number of repetitions.",,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.4,Average
